"","X","dvcat","weight","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","dead"
"18242",16266,1,42.4689999996,1,0,0,0,18,2000,1994,1,0,1,0,"1"
"9865",15262,2,4845.97499996,0,0,1,0,20,2000,1991,2,0,0,1,"1"
"3151",24387,1,173.965,0,1,0,1,57,2002,1977,2,0,0,3,"1"
"5503",2223,1,519.155999996,1,1,1,0,78,1997,1994,1,0,1,2,"1"
"2765.1",12881,1,143.872,1,1,0,0,21,1999,1998,0,1,0,3,"1"
"4483.1",7711,1,241.094999999,0,1,0,0,73,1998,1988,2,0,0,0,"1"
"13687",7981,1,56.2819999997,0,1,0,1,38,1998,1985,2,1,0,3,"1"
"14797",16058,2,10.7779999999,0,1,0,1,19,2000,1990,2,0,0,3,"1"
"18275",12705,2,20.531,1,1,1,0,68,1999,1994,1,0,1,3,"1"
"8748.1",10511,1,273.779999997,1,1,1,0,28,1999,1999,1,1,1,1,"1"
"11984",20893,1,379.481999997,1,1,1,1,21,2001,2001,1,1,1,0,"1"
"17061",19355,2,54.3029999998,0,1,0,0,75,2001,1988,2,1,0,3,"1"
"14672.1",8458,1,280.662999999,0,1,1,0,17,1999,1988,2,1,0,1,"1"
"11449",24273,2,887.331999995,1,0,0,0,17,2002,1999,0,0,0,3,"1"
"4491",7941,1,213.688999999,0,1,1,1,73,1998,1988,2,1,0,0,"1"
"17073.1",15127,1,2602.204,0,1,1,1,24,2000,1993,2,1,0,0,"1"
"12679",25911,2,9.8219999999,1,1,1,0,19,2002,2002,1,0,1,1,"1"
"14373.1",4765,1,46.923,1,1,0,1,17,1998,1993,0,1,0,0,"1"
"2075",22002,1,755.703999996,1,0,1,0,21,2002,1995,0,1,0,0,"1"
"18131",17127,1,3111.43599999,0,1,1,1,23,2000,1991,2,1,0,1,"1"
"16932.1",19189,1,449.698999997,1,1,1,0,42,2001,1998,1,1,1,2,"1"
"16654",20455,1,1170.476,1,1,1,1,18,2001,1999,1,1,1,0,"1"
"9260",22463,3,36.6549999998,1,1,1,0,41,2002,2001,1,1,1,3,"1"
"11327",2596,3,250.306999998,0,0,1,1,67,1997,1986,2,1,0,3,"1"
"8637.1",11955,2,14.1849999999,0,1,1,0,20,1999,1990,2,1,0,3,"1"
"516",15138,1,59.4239999996,0,1,0,0,40,2000,1993,2,1,0,2,"1"
"7342",17764,1,89.8359999992,1,1,0,1,17,2001,1995,0,0,0,0,"1"
"14112",10776,1,959.377999999,1,1,1,1,22,1999,1996,1,1,1,0,"1"
"5849",22050,2,764.541999996,1,1,0,0,32,2002,2002,0,1,0,0,"1"
"14009",23779,2,273.216999997,1,1,1,0,48,2002,1995,1,1,1,2,"1"
"18167",17043,2,22.4709999999,0,0,0,1,32,2000,1965,2,1,0,0,"1"
"15144.1",4815,2,47.8159999996,0,1,0,0,47,1998,1990,2,1,0,1,"1"
"14220",4116,1,329.572999999,0,1,1,0,43,1998,1988,2,1,0,1,"1"
"7697.2",25450,1,331.123999998,0,1,1,0,17,2002,1989,2,1,0,0,"1"
"7055",15881,2,450.458999999,0,0,1,0,39,2000,1985,2,0,0,1,"1"
"10596",4153,1,11.423,0,1,1,1,41,1998,1987,2,1,0,1,"1"
"6490",5839,3,81.517,1,1,1,1,25,1998,1995,1,1,1,1,"1"
"10100",18587,1,306.077999998,1,1,1,1,35,2001,1999,0,1,0,0,"1"
"5245",1782,1,193.242999999,1,0,1,1,57,1997,1995,1,1,1,2,"1"
"6242.1",24205,1,15459.64,1,1,1,0,26,2002,2000,0,1,0,0,"1"
"5674",13723,1,33.1529999999,1,1,1,0,75,2000,1999,1,0,1,3,"1"
"1296",9715,2,1210.49599999,1,0,0,1,22,1999,1993,0,1,0,1,"1"
"115.1",14691,1,1923.10299999,0,1,0,1,68,2000,1981,2,1,0,0,"1"
"8298",10860,2,87.0519999992,0,0,1,0,38,1999,1987,2,1,0,3,"1"
"2553",6525,1,57.7419999996,0,1,1,1,62,1998,1987,2,0,0,1,"1"
"13559",5066,1,209.469999999,1,1,0,0,51,1998,1997,0,0,0,0,"1"
"11147.1",21868,4,13.2949999999,0,0,1,1,22,2002,1987,2,1,0,2,"1"
"8745.3",2699,1,157.545,0,1,1,1,48,1997,1988,2,1,0,0,"1"
"1315.3",10432,3,51.8319999999,1,1,1,1,16,1999,1995,1,1,1,2,"1"
"2811",22137,0,615.577999994,1,0,0,1,20,2002,2002,0,1,0,0,"1"
"8874",2513,1,1583.76199999,0,1,0,0,74,1997,1992,2,1,0,1,"1"
"17322",2105,1,176.753999999,1,1,0,1,59,1997,1995,0,1,0,1,"1"
"5873",3835,2,8.7529999999,0,0,0,1,23,1997,1991,2,1,0,5,"1"
"5357.2",15633,1,198.590999998,0,0,1,1,50,2000,1991,2,1,0,3,"1"
"10707",11892,1,18.3309999998,1,1,0,0,35,1999,1992,0,0,0,3,"1"
"13991",7708,1,574.186999999,0,1,1,0,18,1998,1987,2,1,0,1,"1"
"2573",1521,2,1908.639,0,1,1,0,40,1997,1987,2,0,0,0,"1"
"16064",7920,1,295.786999997,0,0,0,0,41,1998,1982,2,0,0,1,"1"
"12376",22061,3,301.854999997,1,0,1,0,54,2002,2001,1,1,1,3,"1"
"3552",19473,1,438.040999997,1,0,1,1,20,2001,1999,1,1,1,2,"1"
"2439",8220,2,28.1029999999,0,0,1,0,16,1998,1984,2,0,0,3,"1"
"15644",1568,1,72.3169999998,1,1,1,0,48,1997,1997,1,1,1,3,"1"
"7362",5200,1,339.041999999,1,1,1,1,73,1998,1995,1,1,1,0,"1"
"9022.1",6331,3,52.4139999999,1,1,1,1,34,1998,1998,1,1,1,2,"1"
"7625",13146,1,124.671999999,1,1,0,0,35,2000,1994,0,1,0,1,"1"
"7730",19162,3,49.0969999996,1,1,1,1,39,2001,2001,1,1,1,1,"1"
"14735",23763,1,950.256999999,1,1,1,1,42,2002,2000,0,1,0,0,"1"
"4164",26061,1,18.8949999998,0,1,1,1,18,2002,1985,2,0,0,0,"1"
"13949",5507,1,60.4409999996,0,0,0,0,17,1998,1989,2,1,0,1,"1"
"1429",22338,1,63.7769999998,1,1,0,1,22,2002,1991,1,1,1,3,"1"
"17264.1",14281,2,71.7969999993,0,1,0,1,29,2000,1976,2,1,0,1,"1"
"5147",15993,2,9.899,1,0,1,0,21,2000,1994,1,0,1,1,"1"
"3949",13904,4,61.5,0,1,1,0,68,2000,1990,2,0,0,2,"1"
"17478",6310,1,750.256999999,1,1,1,1,44,1998,1993,0,1,0,0,"1"
"6925",25066,1,1512.93699999,1,1,1,1,17,2002,1996,1,0,1,2,"1"
"18228",3967,2,4.791,0,1,1,0,53,1997,1987,2,1,0,3,"1"
"13657",12479,2,2.167,1,1,1,1,31,1999,1998,1,0,1,1,"1"
"5616",21666,2,24.7119999998,1,1,1,0,48,2002,1998,1,1,1,2,"1"
"1243.1",14897,2,55.4419999998,0,0,1,1,28,2000,1984,2,1,0,2,"1"
"13216",5900,1,22.0129999998,0,0,1,1,33,1998,1984,2,1,0,1,"1"
"16645",25447,3,41.7029999997,0,0,1,1,37,2002,1989,2,0,0,1,"1"
"15715.2",17692,2,15.632,1,0,1,1,47,2001,2000,1,1,1,3,"1"
"2908.1",19308,1,40.8629999999,1,1,0,1,21,2001,1993,0,0,0,1,"1"
"9732",19512,1,1424,0,1,1,1,48,2001,1994,2,1,0,0,"1"
"11363.1",4691,1,29.8159999999,1,1,1,0,25,1998,1997,0,1,0,3,"1"
"13915",3663,1,5.6079999999,0,1,0,1,31,1997,1995,2,0,0,0,"1"
"796",25876,1,52.23,1,1,0,1,33,2002,2000,0,1,0,1,"1"
"12214",17470,3,34.5349999997,1,0,1,1,28,2001,1996,1,1,1,3,"1"
"1659",21797,0,1376.96399999,1,1,0,1,16,2002,1992,1,1,1,0,"1"
"15530",2166,1,261.989999998,1,1,0,1,46,1997,1993,0,1,0,0,"1"
"11826",23879,2,48.9029999999,1,0,1,0,30,2002,1999,1,1,1,3,"1"
"13106.1",300,3,21.1329999999,0,1,0,0,22,1997,1983,2,1,0,3,"1"
"5320.1",21596,1,84.4819999998,0,0,1,1,33,2002,1988,2,1,0,3,"1"
"10403.1",6157,2,3067.87699997,0,1,1,0,19,1998,1992,2,1,0,1,"1"
"11259",10516,3,42.6089999997,1,1,1,1,52,1999,1998,1,1,1,2,"1"
"1677",24154,3,31.6809999999,1,1,1,0,18,2002,1999,1,1,1,3,"1"
"988",20617,1,9.2849999999,1,0,1,0,43,2001,1995,1,0,1,3,"1"
"6700",14796,1,135.733999999,1,0,0,1,34,2000,2000,0,0,0,2,"1"
"7062",18985,3,20.95,1,1,0,1,37,2001,1990,1,1,1,3,"1"
"2568.1",24955,2,967.057999998,1,1,0,1,63,2002,1991,0,1,0,0,"1"
"9493",10308,0,31.0549999999,1,1,0,1,23,1999,1996,0,1,0,3,"1"
"5671",6730,1,394.903999999,0,0,1,1,47,1998,1985,2,1,0,3,"1"
"2331.1",13754,1,77.193,1,1,1,0,23,2000,2000,0,1,0,3,"1"
"2663",3767,2,370.393999997,0,0,1,1,17,1997,1975,2,1,0,0,"1"
"10285",20589,2,140.318,1,1,1,0,19,2001,2000,1,1,1,0,"1"
"15477",2751,1,294.355999999,0,1,1,1,61,1997,1983,2,1,0,0,"1"
"995",2091,1,326.984999999,0,1,0,1,26,1997,1990,2,1,0,1,"1"
"6869",20554,1,82.7279999992,1,1,0,0,38,2001,1996,1,1,1,2,"1"
"14518.1",2186,3,38.5949999997,1,1,1,1,19,1997,1997,1,1,1,3,"1"
"4178.1",18222,2,357.801999997,1,1,1,0,20,2001,1999,0,1,0,0,"1"
"17656",21372,1,458.239999998,0,1,1,1,73,2001,1992,2,1,0,2,"1"
"17975",17211,1,3.245,0,1,1,0,18,2000,1989,2,1,0,1,"1"
"3034.1",11511,1,150.882999999,1,1,1,0,37,1999,1998,0,1,0,2,"1"
"7634",6841,0,1990.76199999,0,1,0,1,51,1998,1994,2,1,0,0,"1"
"12765",11290,2,500.481999997,0,1,1,1,36,1999,1987,2,1,0,5,"1"
"11452",7127,2,17.132,0,0,1,1,23,1998,1983,2,0,0,1,"1"
"394",15493,2,84.1909999996,0,1,1,0,63,2000,1993,2,1,0,3,"1"
"9232",23089,4,79.7589999996,1,0,1,1,73,2002,1996,1,1,1,3,"1"
"5938",15987,1,428.415999997,1,1,0,0,30,2000,2000,0,1,0,1,"1"
"11973.1",3797,1,4220.37899995,0,1,0,0,20,1997,1980,2,1,0,0,"1"
"7744",5102,1,515.996999994,0,1,1,0,25,1998,1990,2,0,0,1,"1"
"8176.1",9785,3,31.497,0,0,0,0,16,1999,1985,2,0,0,0,"1"
"3334",25787,2,833.893999994,1,1,1,0,19,2002,1998,1,1,1,1,"1"
"10104.2",1856,2,58.8189999997,1,1,1,1,31,1997,1995,1,1,1,3,"1"
"8620",2809,2,18.7579999999,0,1,1,1,32,1997,1994,2,1,0,3,"1"
"14285",4427,1,211.449999999,1,0,0,1,31,1998,1998,1,1,1,1,"1"
"6466",16126,1,888.238999993,0,0,1,0,28,2000,1993,2,1,0,1,"1"
"13937",12961,2,545.063999996,1,1,1,0,38,2000,2000,1,1,1,0,"1"
"2457",24369,1,275.928999998,1,1,1,1,25,2002,1998,1,1,1,0,"1"
"15062",10398,2,51.3679999998,1,1,0,1,16,1999,1994,0,1,0,0,"1"
"459",17641,1,1770.26099999,0,1,0,1,43,2001,1989,2,1,0,0,"1"
"5567.1",19677,1,246.988,1,1,1,0,56,2001,1999,1,1,1,3,"1"
"12981.1",18217,1,678.770999998,1,1,0,1,36,2001,1999,0,1,0,0,"1"
"13337",6010,4,32.264,0,1,1,0,37,1998,1996,2,0,0,3,"1"
"14494.1",13772,1,239.979999999,0,1,0,0,24,2000,1990,2,1,0,3,"1"
"7970",20531,3,9.2849999999,0,1,1,1,43,2001,1994,2,0,0,3,"1"
"16348.1",15031,2,564.678999998,1,1,0,0,16,2000,2000,0,0,0,0,"1"
"13548",18388,2,2702.79699999,1,1,0,0,23,2001,1995,0,1,0,0,"1"
"6901.1",11998,1,18.3309999998,1,1,1,1,49,1999,1998,1,1,1,0,"1"
"6277",17805,2,323.031,0,1,1,1,48,2001,1991,2,1,0,1,"1"
"5126",24438,2,3364.18399999,1,0,1,0,20,2002,1992,1,1,1,3,"1"
"16992.1",19980,1,606.599999994,1,1,1,1,23,2001,1993,1,1,1,5,"1"
"15570.1",4072,1,143.986,0,1,1,0,66,1998,1984,2,1,0,1,"1"
"16970",815,2,3863.19199997,1,1,1,0,25,1997,1995,1,0,1,5,"1"
"9622.1",1690,1,1412.992,0,1,1,1,23,1997,1984,2,1,0,0,"1"
"14122",16890,3,10.4689999999,0,0,1,1,18,2000,1988,2,1,0,2,"1"
"12765.1",11290,2,500.481999997,0,1,1,1,36,1999,1987,2,1,0,5,"1"
"2165",13629,1,503.753999997,1,1,0,0,49,2000,1998,0,1,0,2,"1"
"3056",5087,1,708.645999998,0,1,1,0,38,1998,1985,2,1,0,0,"1"
"5749",19183,1,194.640999999,0,1,0,1,20,2001,1989,2,1,0,2,"1"
"7312",2391,1,101.317,0,0,1,0,20,1997,1986,2,0,0,3,"1"
"17981.1",18974,1,21.5729999999,1,1,1,1,86,2001,1999,1,0,1,3,"1"
"12783",13196,0,19.811,1,1,0,0,17,2000,1998,0,1,0,0,"1"
"17432",7586,1,624.267999999,1,1,1,1,20,1998,1997,1,1,1,0,"1"
"18266",24627,1,317.158,1,1,1,1,16,2002,2000,0,0,0,0,"1"
"1716.1",382,2,12.3829999999,0,0,1,0,42,1997,1991,2,0,0,3,"1"
"11356",8751,3,21.4279999998,0,0,0,1,23,1999,1987,2,1,0,3,"1"
"14725",21172,1,8.0419999999,0,1,0,0,89,2001,1993,2,0,0,2,"1"
"4151",11840,2,20.754,1,1,1,0,31,1999,1997,1,1,1,1,"1"
"13190",14695,2,86.2209999999,0,1,1,0,35,2000,1993,2,1,0,3,"1"
"15177",6300,1,35.8219999997,0,1,0,0,28,1998,1990,2,1,0,3,"1"
"983",8372,1,120.568999999,1,1,1,0,44,1998,1989,1,1,1,2,"1"
"7903",11883,1,133.327,1,0,0,0,18,1999,1999,0,1,0,2,"1"
"11037",25106,1,1621.10699999,0,1,1,1,25,2002,1989,2,1,0,0,"1"
"15921",13765,2,38.4859999996,1,1,1,1,21,2000,1998,1,0,1,3,"1"
"14620",3239,2,12.899,0,1,1,0,22,1997,1987,2,1,0,3,"1"
"8126",7018,3,13.669,1,1,0,1,17,1998,1998,0,1,0,2,"1"
"15624",4401,1,1512.01799999,0,1,1,1,60,1998,1987,2,1,0,0,"1"
"17516",13013,1,47.5419999999,0,1,1,1,71,2000,1991,2,1,0,1,"1"
"4242",1610,2,133.762999998,0,0,1,0,18,1997,1982,2,1,0,1,"1"
"15171",3821,2,14.4449999999,0,0,0,0,18,1997,1987,2,1,0,2,"1"
"846.1",5740,1,284.549999997,0,0,0,0,18,1998,1985,2,1,0,0,"1"
"17160",10507,3,51.3679999998,0,1,0,1,66,1999,1986,2,1,0,3,"1"
"2840",21884,1,31.7259999998,0,0,0,1,45,2002,1986,2,1,0,2,"1"
"13058",17391,1,411.063999999,1,0,1,0,17,2001,1990,1,1,1,1,"1"
"1745",2090,2,68.7809999995,0,1,0,0,19,1997,1989,2,1,0,3,"1"
"6589",12220,1,2564.52699998,1,1,0,0,36,1999,1995,0,1,0,1,"1"
"7917",19971,3,10.7609999999,1,1,0,0,32,2001,2000,1,1,1,2,"1"
"3432.1",16919,2,66.1969999997,1,1,1,0,18,2000,1996,1,0,1,2,"1"
"2109.1",6842,0,1990.76199999,0,0,0,1,27,1998,1994,2,0,0,3,"1"
"1679",7143,1,159.556999998,1,1,0,0,40,1998,1995,0,1,0,0,"1"
"10380",5269,2,27.4819999998,1,1,1,1,40,1998,1994,1,1,1,3,"1"
"16134.1",14535,2,86.2209999999,0,0,0,1,19,2000,1984,2,0,0,0,"1"
"7170",2704,1,442.833999999,1,1,0,1,17,1997,1994,0,1,0,0,"1"
"12110",12678,1,1051.41399999,1,1,1,1,35,1999,1996,1,0,1,0,"1"
"7786",779,3,278.397999998,1,1,0,1,75,1997,1994,1,1,1,2,"1"
"16970.1",815,2,3863.19199997,1,1,1,0,25,1997,1995,1,0,1,5,"1"
"12907",19263,2,958.187999994,1,1,0,1,30,2001,2001,0,1,0,0,"1"
"4379",4921,4,38.0009999997,0,1,1,0,29,1998,1996,2,0,0,3,"1"
"16632",21410,1,207.714,0,1,0,1,26,2001,1987,2,1,0,0,"1"
"3970",4959,3,53.548,0,1,0,1,30,1998,1988,2,1,0,3,"1"
"649",3935,1,5.194,0,1,1,1,41,1997,1990,2,1,0,0,"1"
"9683",24785,2,7.436,1,1,1,0,16,2002,2001,1,0,1,2,"1"
"12102.1",4949,2,1847.09199999,1,1,1,1,28,1998,1994,1,1,1,1,"1"
"4118.1",16912,1,171.949999999,1,1,0,1,35,2000,1999,0,1,0,0,"1"
"15551",3837,4,12.6669999999,1,1,0,1,24,1997,1997,1,1,1,3,"1"
"3859",14030,3,51.1639999999,1,1,1,1,51,2000,1997,1,1,1,3,"1"
"14294",5220,2,46.5659999996,0,1,0,0,49,1998,1993,2,0,0,1,"1"
"12567.1",25577,2,55.9359999998,0,1,1,1,76,2002,1988,2,1,0,2,"1"
"14881",11966,1,51.7939999998,1,0,1,1,40,1999,1999,0,1,0,1,"1"
"8917",22361,1,543.125,1,1,1,0,41,2002,1995,1,1,1,3,"1"
"5535",5915,2,24.3239999998,1,1,1,0,18,1998,1998,1,1,1,3,"1"
"15882",2263,2,51.1369999996,0,1,0,1,84,1997,1993,2,1,0,2,"1"
"2307.1",11520,2,18.24,0,1,1,0,20,1999,1995,2,0,0,3,"1"
"13703.1",18136,2,2310.83499998,0,1,1,1,29,2001,1990,2,1,0,0,"1"
"8669.1",16292,2,23.0809999998,0,0,1,0,43,2000,1986,2,0,0,3,"1"
"10998.1",8633,1,149.266999999,1,1,0,0,27,1999,1996,0,1,0,0,"1"
"1089",3899,2,154.427999999,0,1,0,1,51,1997,1987,2,1,0,1,"1"
"17705.1",20612,1,12.4419999999,1,1,1,1,66,2001,1997,1,1,1,3,"1"
"18046.1",16289,3,23.0809999998,0,0,1,1,25,2000,1990,2,1,0,3,"1"
"12255",7135,1,178.851,0,0,0,0,21,1998,1986,2,1,0,2,"1"
"511.1",7468,1,396.154999997,1,1,1,0,23,1998,1998,0,0,0,0,"1"
"10565",6444,2,47.5029999996,0,1,1,0,30,1998,1990,2,1,0,3,"1"
"9371",19892,3,21.838,1,1,0,0,23,2001,1998,0,1,0,3,"1"
"17848",19856,2,10.7609999999,1,0,0,0,25,2001,2000,0,0,0,3,"1"
"11479",25516,1,77.7929999996,1,1,1,1,36,2002,1999,0,1,0,1,"1"
"18106.1",11101,0,357.283,0,1,0,0,24,1999,1989,2,1,0,0,"1"
"17392",1464,1,561.549999997,0,0,1,1,18,1997,1992,2,0,0,0,"1"
"4391",16920,2,66.1969999997,0,1,0,1,45,2000,1986,2,1,0,1,"1"
"12391.1",16318,1,9.8289999999,0,1,1,1,38,2000,1991,2,1,0,3,"1"
"2330",21692,3,18.1709999999,1,1,0,1,29,2002,1999,1,0,1,3,"1"
"8740",23548,2,1642.84199999,0,1,0,0,78,2002,1994,2,1,0,0,"1"
"15318.1",24256,1,275.186999999,1,1,0,1,22,2002,1999,1,1,1,3,"1"
"2989",19573,1,55.1439999999,1,1,0,0,33,2001,1999,1,0,1,2,"1"
"8244",11728,4,22.156,0,1,1,0,22,1999,1991,2,1,0,3,"1"
"6331",23226,1,18.8259999999,0,1,0,1,17,2002,1993,2,0,0,0,"1"
"12277",5927,2,16.7379999999,0,1,1,1,67,1998,1994,2,1,0,2,"1"
"14238",4368,3,20.2559999998,0,1,1,0,23,1998,1989,2,1,0,3,"1"
"13995.1",19868,1,973.870999999,0,1,1,1,54,2001,1994,2,1,0,0,"1"
"14961",6958,1,120.705999999,1,1,1,0,33,1998,1989,0,1,0,1,"1"
"3540",18798,2,290.413999997,0,0,1,1,21,2001,1992,2,0,0,2,"1"
"11887.1",8737,1,29.416,1,1,0,1,82,1999,1998,0,1,0,3,"1"
"8686",25565,2,31.7379999999,1,1,1,1,29,2002,1998,1,1,1,0,"1"
"4092",15554,1,306.715,1,1,0,0,54,2000,1997,0,1,0,1,"1"
"15532.1",7246,1,815.488999993,1,1,1,1,62,1998,1992,0,1,0,0,"1"
"13842",151,2,45.3759999997,0,0,1,1,41,1997,1984,2,1,0,3,"1"
"17988",12729,2,3479.25799999,0,1,1,1,16,1999,1989,2,1,0,0,"1"
"8649",3077,1,26.4129999999,1,1,0,0,46,1997,1993,0,1,0,0,"1"
"4275",20114,2,11.791,1,1,1,0,68,2001,2000,1,1,1,2,"1"
"18122",21917,2,56.4639999997,1,1,1,1,20,2002,2000,1,1,1,1,"1"
"3839",8407,1,121.859999999,1,1,1,1,68,1999,1998,0,1,0,3,"1"
"16864.1",22750,2,42.0229999996,0,0,0,0,21,2002,1979,2,1,0,1,"1"
"8155",20716,1,5468.03899997,0,1,1,0,16,2001,1990,2,1,0,1,"1"
"10469",23565,2,212.568,1,1,1,0,43,2002,2002,1,1,1,1,"1"
"17581",25434,1,42.4499999997,1,1,0,1,34,2002,1997,0,0,0,1,"1"
"534",11010,4,348.113999996,0,0,1,1,29,1999,1993,2,1,0,3,"1"
"11472",769,1,83.5259999996,1,1,1,0,47,1997,1994,0,1,0,0,"1"
"10358.1",18225,2,623.544,0,1,1,1,53,2001,1986,2,1,0,1,"1"
"2154",17539,4,16.0349999999,1,0,1,1,31,2001,2000,1,1,1,3,"1"
"2252",2559,1,115.816,1,1,1,1,40,1997,1994,1,1,1,3,"1"
"17196",19601,1,1939.388,1,0,1,1,27,2001,2002,0,1,0,0,"1"
"14528",5155,1,49.6899999999,1,1,1,0,33,1998,1993,1,1,1,0,"1"
"17894",19221,1,61.3769999999,1,1,1,0,28,2001,2000,1,1,1,2,"1"
"11901.1",3647,2,48.5549999997,0,1,1,0,50,1997,1989,2,1,0,0,"1"
"12422",17007,2,5.0319999999,1,1,1,1,67,2000,1990,1,1,1,2,"1"
"6394",22608,4,38.9939999999,1,1,1,0,17,2002,1995,1,1,1,3,"1"
"3195",10803,3,64.6119999997,1,1,0,1,21,1999,1996,0,0,0,0,"1"
"1441",7223,2,24.166,1,0,0,0,36,1998,1996,0,0,0,1,"1"
"552.1",17287,2,240.676999999,1,0,0,0,42,2000,1994,0,1,0,2,"1"
"7550",21138,2,51.4279999998,1,1,1,1,65,2001,1999,1,1,1,3,"1"
"12478.1",12807,1,110.572,0,1,1,0,46,1999,1991,2,1,0,1,"1"
"10015",15568,1,500.071999997,1,1,1,0,22,2000,1997,1,0,1,1,"1"
"10140",21627,1,88.4649999999,1,1,1,1,23,2002,1999,1,1,1,1,"1"
"12486",19699,2,406.923999999,1,1,1,1,19,2001,2001,1,1,1,3,"1"
"4881",5687,0,535.585999996,0,1,1,1,16,1998,1991,2,1,0,2,"1"
"10691",18706,1,372.552999999,0,1,1,0,21,2001,1987,2,1,0,0,"1"
"13449",21059,2,148.957999999,0,1,1,1,76,2001,1989,2,1,0,3,"1"
"13129.1",966,3,52.923,1,1,1,0,39,1997,1996,1,1,1,3,"1"
"11761",18383,2,45.6529999999,1,1,1,0,49,2001,1998,1,0,1,3,"1"
"9863",9431,1,356.723999999,1,1,0,0,45,1999,1997,0,1,0,3,"1"
"7893",9593,2,43.2199999997,0,0,1,1,19,1999,1989,2,1,0,0,"1"
"1784",20191,1,10.725,0,0,1,1,69,2001,1984,2,1,0,3,"1"
"6945.1",22075,3,322.318,0,0,1,1,34,2002,1990,2,1,0,5,"1"
"5016",15748,1,1079.829,0,0,1,0,26,2000,1991,2,1,0,1,"1"
"10084",23458,2,3.366,0,1,0,0,18,2002,1985,2,0,0,3,"1"
"16335",8824,2,7175.00999999,1,0,1,1,23,1999,1997,1,1,1,2,"1"
"15546",23433,1,3.366,1,0,0,1,41,2002,1999,0,1,0,0,"1"
"15954",5345,1,870.041999996,0,1,0,1,85,1998,1983,2,1,0,0,"1"
"1196.2",20963,1,251.596999999,0,0,1,0,32,2001,1980,2,1,0,0,"1"
"13608",10467,3,42.6089999997,0,0,1,1,23,1999,1989,2,1,0,1,"1"
"15933",6520,1,3339,0,0,0,1,42,1998,1993,2,1,0,2,"1"
"1668",20089,1,10.7609999999,1,1,0,0,51,2001,1996,0,1,0,0,"1"
"4438",23947,3,46.389,1,0,1,0,41,2002,1999,1,0,1,3,"1"
"16591",25861,4,8.602,1,1,1,0,22,2002,2001,1,1,1,3,"1"
"11760",8401,1,0,1,1,1,0,24,1998,1999,1,0,1,2,"1"
"2185",17081,2,1039.65099999,1,1,1,0,25,2000,1997,1,1,1,1,"1"
"4049",13962,1,58.1899999999,0,1,1,0,46,2000,1994,2,0,0,3,"1"
"2012",24560,2,38.9329999997,1,1,0,0,22,2002,2000,0,0,0,3,"1"
"15761",19174,1,35.1879999996,1,1,1,0,17,2001,1993,1,1,1,0,"1"
"4916",12389,2,51.8099999996,1,1,1,0,36,1999,1994,1,1,1,1,"1"
"923",9346,3,130.392999999,0,0,0,0,19,1999,1988,2,1,0,0,"1"
"9327",2628,2,954.289999999,0,0,0,0,61,1997,1996,2,0,0,3,"1"
"3191",3743,2,0.909,0,1,1,0,27,1997,1994,2,1,0,0,"1"
"11552",26014,1,737.986999996,0,1,1,0,31,2002,1991,2,1,0,1,"1"
"12916",25858,2,14.8709999999,0,1,1,1,22,2002,1991,2,1,0,3,"1"
"6028.1",23685,2,30.0599999998,1,1,0,1,23,2002,1995,1,1,1,3,"1"
"2923",5549,2,561.850999996,1,1,0,1,47,1998,1998,1,0,1,1,"1"
"14255",21587,1,336.742999997,1,1,0,0,57,2002,2001,0,0,0,1,"1"
"885",1876,3,30.7319999998,0,0,1,1,55,1997,1984,2,1,0,1,"1"
"1215",146,1,158.203,1,1,1,1,71,1997,1994,1,0,1,1,"1"
"12809",1059,1,49.7749999999,0,1,1,1,42,1997,1992,2,1,0,0,"1"
"14213",24929,1,21.1399999999,0,1,0,0,42,2002,1993,2,1,0,0,"1"
"3965",25742,1,735.382999994,1,0,1,1,18,2002,1994,1,1,1,3,"1"
"928",25316,2,32.8559999997,1,1,1,0,21,2002,2000,1,1,1,0,"1"
"16648",5481,3,32.4669999997,0,1,1,0,33,1998,1993,2,1,0,2,"1"
"5597",21599,2,74.1749999998,0,1,1,0,54,2002,1989,2,1,0,3,"1"
"6643",3134,2,1376.37799999,1,0,1,0,21,1997,1996,1,1,1,0,"1"
"10494",5517,4,147.875999998,1,1,1,1,52,1998,1993,1,1,1,0,"1"
"14824",3570,1,7.461,0,1,1,0,62,1997,1989,2,1,0,3,"1"
"13440",3628,1,6.457,0,1,1,0,31,1997,1992,2,1,0,3,"1"
"8444",21060,2,148.957999999,0,1,1,0,74,2001,1989,2,0,0,3,"1"
"16861",11117,2,294.757999998,0,1,1,1,24,1999,1991,2,1,0,3,"1"
"3816",19611,1,22232.6399999,0,1,1,1,36,2001,1991,2,1,0,0,"1"
"979",9723,3,73.5179999992,1,1,1,1,22,1999,1995,1,1,1,2,"1"
"8278",3163,2,42.2909999997,1,0,1,1,40,1997,1997,1,1,1,3,"1"
"4192",26165,1,119.592999999,0,1,1,0,44,2002,1990,2,0,0,1,"1"
"826",13424,1,63.1239999998,1,1,0,0,61,2000,1993,1,1,1,3,"1"
"8337.1",21118,1,107.866,1,1,0,1,17,2001,1995,0,1,0,3,"1"
"3044",950,1,522.162999995,1,1,0,0,18,1997,1996,0,0,0,0,"1"
"14196.1",18099,3,30.1299999999,0,0,1,1,47,2001,1990,2,1,0,3,"1"
